reaction,lower_bound,upper_bound,is_reversible,name,flux,essentiality
EAR120x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),0.0,1
EAR160x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),0.0,1
2AGPA160tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),0.0,0
ATHRDHr,-1000.0,1000.0,True,L-allo-threonine dehydrogenase,0.0,0
2AGPA180tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),0.0,0
2AGPA141tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),0.0,0
EAR140y,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),0.0,1
3OAS121,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),0.0,1
3OAS80,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),0.0,1
3OAS100,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),0.0,1
3OAS120,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),0.0,1
LSERDHr,-1000.0,1000.0,True,L-serine dehydrogenase,0.0,0
3OAR40,-1000.0,1000.0,True,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),0.0,1
3OAR100,-1000.0,1000.0,True,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),0.0,1
DSERDHr,-1000.0,1000.0,True,D-serine dehydrogenase,0.0,0
3HAD60,0.0,1000.0,False,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),0.0,1
3HAD100,0.0,1000.0,False,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),0.0,1
3HAD140,0.0,1000.0,False,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),0.0,1
3HAD160,0.0,1000.0,False,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),0.0,1
EX_urate_e,0.0,1000.0,False,Urate exchange,0.0,-1
PSD120,0.0,1000.0,False,Phosphatidylserine decarboxylase (n-C12:0),0.0,1
AGPAT180,0.0,1000.0,False,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),0.0,1
AGPAT141,0.0,1000.0,False,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),0.0,1
PAPA120,0.0,1000.0,False,Phosphatidate phosphatase (n-C12:0),0.0,0
EX_skm_e,0.0,1000.0,False,Shikimate exchange,0.0,-1
EX_cpgn_un_e,0.0,1000.0,False,Coprogen unloaded (no Fe(III)) exchange,0.0,-1
MDDEP1pp,0.0,1000.0,False,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",0.0,0
MDDEP2pp,0.0,1000.0,False,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",0.0,0
AGPAT161,0.0,1000.0,False,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),0.061810709779791424,1
DASYN120,0.0,1000.0,False,CDP-diacylglycerol synthetase (n-C12:0),0.0,1
EAR40x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),0.0,1
EAR60y,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),0.0,1
MLDEP1pp,0.0,1000.0,False,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",0.0,0
PSD181,0.0,1000.0,False,Phosphatidylserine decarboxylase (n-C18:1),0.0,1
DAGK180,0.0,1000.0,False,Diacylglycerol kinase (n-C18:0),0.0,0
DAGK181,0.0,1000.0,False,Diacylglycerol kinase (n-C18:1),0.0,0
MLDEP2pp,0.0,1000.0,False,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",0.0,0
EX_ag_e,0.0,1000.0,False,Silver exchange,0.0,-1
MLTGY2pp,0.0,1000.0,False,Murein lytic transglycosylase (murein4p3p) (periplasm),0.0,0
PLIPA2E120pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",0.0,0
PLIPA2G141pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",0.0,0
MLTGY4pp,0.0,1000.0,False,Murein lytic transglycosylase (murein4px4p4p) (periplasm),0.0,0
EAR60x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),0.0,1
PLIPA2G161pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",0.0,0
EX_cys__D_e,0.0,1000.0,False,D-Cysteine exchange,0.0,-1
LPLIPAL1A120pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",0.0,0
LPLIPAL1A140pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",0.0,0
EAR80x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),0.0,1
PE181abcpp,0.0,1000.0,False,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",0.0,1
12DGR161tipp,0.0,1000.0,False,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)",0.0,-1
12DGR181tipp,0.0,1000.0,False,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)",0.0,-1
NTP11,0.0,1000.0,False,Nucleoside-triphosphatase (dITP),0.0,0
LPLIPAL1A181pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",0.0,0
LPLIPAL1E120pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",0.0,0
3OAR180,-1000.0,1000.0,True,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),0.0,1
G3PAT120,0.0,1000.0,False,Glycerol-3-phosphate acyltransferase (C12:0),0.0,1
PGSA120,0.0,1000.0,False,Phosphatidylglycerol synthase (n-C12:0),0.0,1
3OAS180,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),0.0,1
3HAD180,0.0,1000.0,False,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),0.0,1
CDAPPA120,0.0,1000.0,False,CDP-Diacylglycerol pyrophostatase (n-C12:0),0.0,0
TDSR2,0.0,1000.0,False,Thiol:disulfide reductase (DsbG),0.0,0
EX_acser_e,0.0,1000.0,False,O-Acetyl-L-serine exchange,0.0,-1
GTHRDtex,-1000.0,1000.0,True,Glutathione transport via diffusion (extracellular to periplasm),0.0,0
GTHRDabc2pp,0.0,1000.0,False,Glutathione export via ABC system (cytoplasm to periplasm),0.0,1
OMMBLHX3,0.0,1000.0,False,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",-7.356125369822202e-15,-1
PSSA120,0.0,1000.0,False,Phosphatidylserine syntase (n-C12:0),0.0,1
UM4PL,0.0,1000.0,False,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,0.0,0
2MAHMP,0.0,1000.0,False,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,0.0,0
EX_cu_e,0.0,1000.0,False,Cu+ exchange,0.0,-1
ZN2tpp,0.0,1000.0,False,Zinc transport in via permease (no H+),0.00028023309536667204,0
NI2tpp,0.0,1000.0,False,Nickel (+2) transport in via permease (no H+),0.0002654407325613932,0
EX_arbtn_e,0.0,1000.0,False,Aerobactin minus Fe3 exchange,0.0,-1
COBALT2t3pp,0.0,1000.0,False,Cobalt (Co+2) transport out via proton antiport (periplasm),0.0,0
23DAPPAt2pp,0.0,1000.0,False,"2,3-diaminopropionate transport in via proton symport",0.0,-1
NADHPO,0.0,1000.0,False,NADH peroxidase,0.0,0
ACOAD7f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),-0.10488442667289624,0
ACOAD8f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (octadecanoyl-CoA),0.0,0
PLIPA1A120pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",0.0,0
ACOAD5f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (dodecanoyl-CoA),-0.292461448619036,0
PLIPA1A140pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",0.0,0
EX_dopa_e,0.0,1000.0,False,Dopamine exchange,0.0,-1
PLIPA1A141pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",0.0,0
PLIPA1A160pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",0.0,0
PLIPA1A161pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",0.0,0
PLIPA1A180pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",0.0,0
LPLIPAL2A120,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",0.0,0
CAt6pp,-1000.0,1000.0,True,Calcium / sodium antiporter (1:1),-0.004277458244526475,0
ACOAD3f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (octanoyl-CoA),-0.292461448619036,0
ACOAD2f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (hexanoyl-CoA),-0.292461448619036,0
ACOAD4f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (decanoyl-CoA),-0.292461448619036,0
ACOAD6f,-1000.0,1000.0,True,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),-0.2285058462324791,0
NADH16pp,0.0,1000.0,False,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),35.32873585696065,0
NADH18pp,0.0,1000.0,False,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),0.0,0
EX_tartr__D_e,0.0,1000.0,False,D-tartrate exchange,0.0,-1
GLYBt2pp,0.0,1000.0,False,Glycine betaine transport via proton symport (periplasm),0.0,0
5DGLCNt2rpp,-1000.0,1000.0,True,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",0.0,0
GALCTNt2pp,0.0,1000.0,False,D-galactonate transport via proton symport (periplasm),0.0,0
GALCTNLtex,-1000.0,1000.0,True,L-galactonate transport via diffusion (extracellular to periplasm),0.0,0
EX_galctn__L_e,0.0,1000.0,False,L-Galactonate exchange,0.0,-1
DSERt2pp,0.0,1000.0,False,D-serine transport in via proton symport (periplasm),0.0,0
EX_hom__L_e,0.0,1000.0,False,L-Homoserine exchange,0.0,-1
ALAt4pp,0.0,1000.0,False,L-alanine transport in via sodium symport (periplasm),0.0,0
LYSt3pp,0.0,1000.0,False,L-lysine transport out via proton antiport (cytoplasm to periplasm),0.0,0
KDUI,0.0,1000.0,False,5-keto-4-deoxyuronate isomerase,0.0,0
EX_tungs_e,-1000.0,1000.0,True,Tungstate exchange,0.0,-1
CA2t3pp,0.0,1000.0,False,Calcium (Ca+2) transport out via proton antiport (periplasm),0.0,0
CTBTCAL2,0.0,1000.0,False,Crotonobetaine-CoA Ligase,0.0,0
OBTFL,0.0,1000.0,False,2-Oxobutanoate formate lyase,0.0,0
NADH17pp,0.0,1000.0,False,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),0.0,0
FA161ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
BGLA1,0.0,1000.0,False,6-phospho-beta-glucosidase,0.0,0
FA141ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
THRt2pp,0.0,1000.0,False,L-threonine efflux transport via proton antiport (periplasm),0.0,0
ARGt3pp,0.0,1000.0,False,L-arginine transport out via proton antiport (cytoplasm to periplasm),0.0,0
FA160ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
MALDtex,-1000.0,1000.0,True,D-Malate transport via diffusion (extracellular to periplasm),0.0,0
OROTtex,-1000.0,1000.0,True,Orotate transport via diffusion (extracellular to periplasm),0.0,0
EX_crn__D_e,0.0,1000.0,False,D-carnitine exchange,0.0,-1
GDPMNP,0.0,1000.0,False,GDP-mannose phyrophosphatase,0.0,0
OPHHX3,0.0,1000.0,False,2-Octaprenylphenol hydroxylase (anaerobic),0.00018326093919137666,-1
AMMQLT8,0.0,1000.0,False,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),0.0,0
FA120ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
FA80ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
FA140ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
PPAt4pp,0.0,1000.0,False,Na+/Propionate symporter (periplasm),0.0,0
OROTt2_2pp,0.0,1000.0,False,Orotate transport via proton symport (2 H) (periplasm),0.0,0
MALDt2_2pp,0.0,1000.0,False,D-Malate transport via proton symport (2 H) (periplasm),0.0,0
FA100ACPHi,0.0,1000.0,False,Fatty-acyl-ACP hydrolase,0.0,0
CRNDCAL2,0.0,1000.0,False,D-Carnitine-CoA Ligase,0.0,0
5DGLCNtex,-1000.0,1000.0,True,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),0.0,0
EX_LalaDgluMdapDala_e,0.0,1000.0,False,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange",0.0,-1
EX_5dglcn_e,0.0,1000.0,False,5-Dehydro-D-gluconate exchange,0.0,-1
DTARTD,0.0,1000.0,False,D(-)-tartrate dehydratase,0.0,0
CRNCAL2,0.0,1000.0,False,Carnitine-CoA Ligase,0.0,0
CHLt2pp,0.0,1000.0,False,Choline transport via proton symport (periplasm),0.0,0
GLYt4pp,0.0,1000.0,False,Glycine transport in via sodium symport (periplasm),0.0,0
PLIPA2E161pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",0.0,0
PLIPA2E180pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",0.0,0
FRULYSE,-1000.0,1000.0,True,Fructoselysine 3-epimerase,0.0,0
FRULYSt2pp,0.0,1000.0,False,Fructoselysine transport via proton symport (periplasm),0.0,0
EX_LalaDgluMdap_e,0.0,1000.0,False,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange",0.0,-1
EX_psclys_e,0.0,1000.0,False,Psicoselysine exchange,0.0,-1
TUNGStex,-1000.0,1000.0,True,Tungstate transport via diffusion (extracellular to periplasm),0.0,0
PLIPA2G120pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",0.0,0
PLIPA2G180pp,0.0,1000.0,False,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",0.0,0
LPLIPAL1A161pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",0.0,0
LPLIPAL1A160pp,0.0,1000.0,False,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",0.0,0
PSCLYSt2pp,0.0,1000.0,False,Psicoselysine transport via proton symport (periplasm),0.0,0
LYSt2pp,0.0,1000.0,False,L-lysine transport in via proton symport (periplasm),0.0,0
COBALT2tpp,0.0,1000.0,False,Cobalt transport in via permease (no H+),2.0544948340665106e-05,0
OXCDC,0.0,1000.0,False,Oxalyl-CoA decarboxylase,0.0,0
LPLIPAL2A140,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",0.0,0
LPLIPAL2A160,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",0.0,0
LPLIPAL2A161,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",0.0,0
LPLIPAL2A180,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",0.0,0
GLYt2pp,0.0,1000.0,False,Glycine transport in via proton symport (periplasm),0.0,0
ALAt2pp,0.0,1000.0,False,L-alanine transport in via proton symport (periplasm),0.0,0
EX_anhgm_e,0.0,1000.0,False,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange,0.0,-1
BALAt2pp,0.0,1000.0,False,Beta-alanine transport in via proton symport (periplasm),0.0,0
DALAt2pp,0.0,1000.0,False,D-alanine transport in via proton symport (periplasm),0.01141806048980804,0
FE2tpp,0.0,1000.0,False,Iron (+2) transport in via permease (no H+),0.006782298346220364,0
LPLIPAL2A181,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",0.0,0
DM_aacald_c,0.0,1000.0,False,Sink needed to allow aminoacetaldehyde to leave system,0.0,-1
UM3PL,0.0,1000.0,False,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,0.0,0
MN2tpp,0.0,1000.0,False,Manganese transport in via permease (no H+),0.0005678623721359837,0
MG2tpp,0.0,1000.0,False,Magnesium (+2) transport in via diffusion,0.0,0
5MTRtex,-1000.0,1000.0,True,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),0.0,0
NI2t3pp,0.0,1000.0,False,Nickle (Ni+2) transport out via proton antiport (periplasm),0.0,0
PPAtex,-1000.0,1000.0,True,Propionate transport via diffusion,0.0,0
GALCTNLt2pp,0.0,1000.0,False,L-galactonate transport via proton symport (periplasm),0.0,0
GALCTLO,0.0,1000.0,False,L-galactonate oxidoreductase,0.0,0
THYMt3pp,0.0,1000.0,False,Thymine transport out via proton antiport (periplasm),0.0,-1
CLt3_2pp,0.0,1000.0,False,Chloride transport out via proton antiport (2:1) (periplasm),0.0021387291222632375,0
EX_ppal_e,0.0,1000.0,False,Propanal exchange,0.0,-1
POR5,-1000.0,1000.0,True,Pyruvate synthase,0.08937463427150251,0
HACD8,-1000.0,1000.0,True,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",0.0,0
CTECOAI8,-1000.0,1000.0,True,3-cis-2-trans-enoyl-CoA isomerase,0.0,0
CTECOAI6,-1000.0,1000.0,True,3-cis-2-trans-enoyl-CoA isomerase,0.0,0
MTHTHFSs,0.0,1000.0,False,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",0.0,0
SELGTHR,0.0,1000.0,False,Selenate glutathione reductase,0.0,-1
SELGTHR3,0.0,1000.0,False,Selenate glutathione reductase III,0.0,-1
EX_slnt_e,-1000.0,1000.0,True,Selenite exchange,0.0,-1
MALCOAMT,0.0,1000.0,False,Malonyl-CoA methyltransferase,1.643595867254184e-06,0
PSCLYStex,-1000.0,1000.0,True,Psicoselysine transporter via diffusion (extracellular),0.0,0
THYMtex,-1000.0,1000.0,True,Thymine transport via diffusion (extracellular to periplasm),0.0,0
CU2tpp,0.0,1000.0,False,Copper transport in via permease (no H+),0.0005826547349412625,0
FE2t3pp,0.0,1000.0,False,Iron (Fe+2) transport out via proton antiport (periplasm),0.0,0
MN2t3pp,0.0,1000.0,False,Manganese (Mn+2) transport out via proton antiport (periplasm),0.0,0
MG2t3_2pp,-1000.0,1000.0,True,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),0.007129097074210792,-1
CD2tpp,0.0,1000.0,False,Cadmium (+2) transport in via permease (no H+),0.0,0
ETHAt2pp,0.0,1000.0,False,Ethanolamine transport in via proton symport,0.0,-1
FE3abcpp,0.0,1000.0,False,Iron (III) transport via ABC system (periplasm to cytoplasm),0.006416598265756526,-1
THRA,0.0,1000.0,False,Threonine aldolase,0.0,1
OGMEACPS,0.0,1000.0,False,3-Oxo-glutaryl-[ACP] methyl ester synthase,1.6435958672541842e-06,0
OGMEACPR,0.0,1000.0,False,3-Oxo-glutaryl-[ACP] methyl ester reductase,1.6435958672541842e-06,1
OPMEACPS,0.0,1000.0,False,3-Oxo-pimeloyl-[ACP] methyl ester synthase,1.6435958672532084e-06,1
LIPAabctex,0.0,1000.0,False,Lipid A transport via ABC system (periplasm to extracellular),0.0,1
DGUNC,0.0,1000.0,False,Diguanylate cyclase,0.0,0
XYLK2,0.0,1000.0,False,L-xylulokinase,0.0,0
GLDBRAN2,0.0,1000.0,False,Glycogen debranching enzyme (bglycogen -> glycogen),0.0,0
LALADGLUtex,-1000.0,1000.0,True,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),0.0,0
S2FE2SR,0.0,1000.0,False,SUF [2Fe-2S] regeneration,0.0,0
CDGUNPD,0.0,1000.0,False,"3,5-cyclic-nucleotide phosphodiesterase",0.0,0
ACACT8r,-1000.0,1000.0,True,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",0.0,0
LALALGLUtpp,0.0,1000.0,False,L-alanyl-L-glutamate transport in via proton symport (periplasm),0.0,0
CTECOAI7,-1000.0,1000.0,True,3-cis-2-trans-enoyl-CoA isomerase,-0.12362141955958286,0
CLIPAabctex,0.0,1000.0,False,Cold lipid A transport via ABC system (periplasm to extracellular),0.0,1
3AMACHYD,0.0,1000.0,False,3-aminoacrylate hydrolase,0.0,0
K2L4Aabctex,0.0,1000.0,False,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),0.015988900596639214,1
FDH4pp,0.0,1000.0,False,Formate dehydrogenase (quinone-8) (periplasm),0.0,0
FDH5pp,0.0,1000.0,False,Formate Dehydrogenase (menaquinone-8) (periplasm),0.0,0
ACPPAT140,0.0,1000.0,False,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),0.0,1
APG3PAT140,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0),0.0,0
LDGUNPD,0.0,1000.0,False,Linear diguanylate phosphodiesterase,0.0,0
MPTAT,0.0,1000.0,False,Molybdopterin adenylyltransferase,0.0,0
APG3PAT141,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1),0.0,0
MOADSUx,0.0,1000.0,False,"MoaD sulfuration (nadh, assumed)",0.0,1
3HPPtex,-1000.0,1000.0,True,3-hydroxypropionate transport via diffusion (extracellular to periplasm),0.0,0
CMtpp,0.0,1000.0,False,Chloramphenicol transport via TolC system,0.0,0
FUSAtpp,0.0,1000.0,False,Fusidic acid transport via TolC system,0.0,0
APG3PAT181,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1),0.0,0
APH140,0.0,1000.0,False,Acylphosphatase (C14:0),0.0,0
APH160,0.0,1000.0,False,Acylphosphatase (C16:0),0.0,0
OPMEACPD,0.0,1000.0,False,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,1.6435958672532086e-06,1
EPMEACPR,0.0,1000.0,False,Enoylpimeloyl-[ACP] methyl ester reductase,1.6435958672532086e-06,1
RFAMPtex,-1000.0,1000.0,True,Rifampin transport via diffusion (extracellular to periplasm),0.0,0
MINCYCtex,-1000.0,1000.0,True,Minocycline transport via diffusion (extracellular to periplasm),0.0,0
AOXSr2,0.0,1000.0,False,8-amino-7-oxononanoate synthase,1.6435958672532084e-06,0
MINCYCtpp,0.0,1000.0,False,Minocycline transport via TolC system,0.0,0
MEOHtrpp,-1000.0,1000.0,True,Methanol reversible transport via diffusion (periplasm),-1.6435958672532088e-06,0
EX_LalaDglu_e,0.0,1000.0,False,L-alanine-D-glutamate exchange,0.0,-1
SCYSDS,0.0,1000.0,False,SUF Cysteine desulfuration,0.0,0
DOXRBCNtex,-1000.0,1000.0,True,Doxorubicin transport via diffusion (extracellular to periplasm),0.0,0
DOXRBCNtpp,0.0,1000.0,False,Doxorubicin transport via TolC system,0.0,0
S2FE2SS,0.0,1000.0,False,SUF [2Fe-2S] Synthesis,0.0,0
S4FE4SR,0.0,1000.0,False,SUF [4Fe-4S] Reduction,0.0,0
CCGS,0.0,1000.0,False,7-cyano-7-carbaguanine synthase,0.0,0
SELtex,-1000.0,1000.0,True,Selenate transport via diffusion (extracellular to periplasm),0.0,0
SELR,0.0,1000.0,False,Selenate reductase,0.0,0
OGMEACPD,0.0,1000.0,False,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,1.6435958672541842e-06,1
EGMEACPR,0.0,1000.0,False,Enoylglutaryl-[ACP] methyl ester reductase,1.6435958672532084e-06,1
OPMEACPR,0.0,1000.0,False,3-Oxo-pimeloyl-[ACP] methyl ester reductase,1.6435958672532086e-06,1
PMEACPE,0.0,1000.0,False,Pimeloyl-[ACP] methyl ester esterase,1.6435958672532086e-06,0
ETOHtrpp,-1000.0,1000.0,True,Ethanol reversible transport via diffusion (periplasm),0.0,0
REPHACCOAI,-1000.0,1000.0,True,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",0.0,0
ACPPAT141,0.0,1000.0,False,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),0.0,1
ACPPAT161,0.0,1000.0,False,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),0.061810709779791424,1
ACPPAT180,0.0,1000.0,False,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),0.0,1
APG3PAT160,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),0.05244221333644812,0
APG3PAT161,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),0.06181070977979141,0
MEOHtex,-1000.0,1000.0,True,Methanol transport via diffusion (extracellular to periplasm),-1.6435958672532088e-06,0
EX_5mtr_e,0.0,1000.0,False,5-Methylthio-D-ribose exchange,0.0,-1
APG3PAT180,0.0,1000.0,False,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),0.0,0
ICYSDS,0.0,1000.0,False,ISC Cysteine desulfuration,0.0010823078785862379,1
MECDPDH5,0.0,1000.0,False,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0.0019632752633751225,1
CDGR,0.0,1000.0,False,7-cyano-7-deazaguanine reductase,0.0,0
RNTR1c2,0.0,1000.0,False,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),0.021503164731273724,1
RNTR2c2,0.0,1000.0,False,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),0.022202514772789967,1
I4FE4SR,0.0,1000.0,False,ISC [4Fe-4S] Reduction,0.0002136674627429171,0
S2FE2ST,0.0,1000.0,False,SUF [2Fe-2S] Transfer,0.0,1
BMOCOS,0.0,1000.0,False,Bis-molybdenum cofactor synthase,0.0,0
BWCOS,0.0,1000.0,False,Tungsten bispterin cofactor synthase,0.0,0
RNTR3c2,0.0,1000.0,False,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),0.022202514772789964,1
RNTR4c2,0.0,1000.0,False,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),0.021503164731273727,1
BWCOGDS1,0.0,1000.0,False,Tungsten bispterin guanine dinucleotide synthase (single GDP),0.0,0
BWCOGDS2,0.0,1000.0,False,Tungsten bispterin guanine dinucleotide synthase,0.0,0
FLDR2,0.0,1000.0,False,Flavodoxin reductase (NADPH),0.0,1
CDGS,0.0,1000.0,False,7-deaza-7-carboxyguanine synthase,0.0,-1
5MTRtpp,0.0,1000.0,False,5-Methylthio-D-ribose transport via proton symport (periplasm),0.0,-1
TTRCYCtex,-1000.0,1000.0,True,Tetracycline transport via diffusion (extracellular to periplasm),0.0,0
