reaction_id,name,lower_bound,upper_bound,is_reversible,reaction_string
EX_5dglcn_e,5-Dehydro-D-gluconate exchange,0.0,1000.0,False,5dglcn_e --> 
DTARTD,D(-)-tartrate dehydratase,0.0,1000.0,False,tartr__D_c --> h2o_c + oaa_c
CRNCAL2,Carnitine-CoA Ligase,0.0,1000.0,False,atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c
CHLt2pp,Choline transport via proton symport (periplasm),0.0,1000.0,False,chol_p + h_p --> chol_c + h_c
GLYt4pp,Glycine transport in via sodium symport (periplasm),0.0,1000.0,False,gly_p + na1_p --> gly_c + na1_c
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",0.0,1000.0,False,h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",0.0,1000.0,False,h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p
FRULYSE,Fructoselysine 3-epimerase,-1000.0,1000.0,True,psclys_c <=> frulys_c
FRULYSt2pp,Fructoselysine transport via proton symport (periplasm),0.0,1000.0,False,frulys_p + h_p --> frulys_c + h_c
EX_LalaDgluMdap_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange",0.0,1000.0,False,LalaDgluMdap_e --> 
EX_psclys_e,Psicoselysine exchange,0.0,1000.0,False,psclys_e --> 
TUNGStex,Tungstate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tungs_e <=> tungs_p
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",0.0,1000.0,False,h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",0.0,1000.0,False,h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",0.0,1000.0,False,1hdec9eg3p_p + h2o_p --> glyc3p_p + h_p + hdcea_p
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",0.0,1000.0,False,1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p
PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),0.0,1000.0,False,h_p + psclys_p --> h_c + psclys_c
LYSt2pp,L-lysine transport in via proton symport (periplasm),0.0,1000.0,False,h_p + lys__L_p --> h_c + lys__L_c
COBALT2tpp,Cobalt transport in via permease (no H+),0.0,1000.0,False,cobalt2_p --> cobalt2_c
OXCDC,Oxalyl-CoA decarboxylase,0.0,1000.0,False,h_c + oxalcoa_c --> co2_c + forcoa_c
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",0.0,1000.0,False,2tdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdca_c
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",0.0,1000.0,False,2hdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdca_c
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",0.0,1000.0,False,2hdec9eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdcea_c
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",0.0,1000.0,False,2odecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdca_c
GLYt2pp,Glycine transport in via proton symport (periplasm),0.0,1000.0,False,gly_p + h_p --> gly_c + h_c
ALAt2pp,L-alanine transport in via proton symport (periplasm),0.0,1000.0,False,ala__L_p + h_p --> ala__L_c + h_c
EX_anhgm_e,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange,0.0,1000.0,False,anhgm_e --> 
BALAt2pp,Beta-alanine transport in via proton symport (periplasm),0.0,1000.0,False,ala_B_p + h_p --> ala_B_c + h_c
DALAt2pp,D-alanine transport in via proton symport (periplasm),0.0,1000.0,False,ala__D_p + h_p --> ala__D_c + h_c
FE2tpp,Iron (+2) transport in via permease (no H+),0.0,1000.0,False,fe2_p --> fe2_c
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",0.0,1000.0,False,2odec11eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdcea_c
DM_aacald_c,Sink needed to allow aminoacetaldehyde to leave system,0.0,1000.0,False,aacald_c --> 
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,0.0,1000.0,False,LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c
MN2tpp,Manganese transport in via permease (no H+),0.0,1000.0,False,mn2_p --> mn2_c
MG2tpp,Magnesium (+2) transport in via diffusion,0.0,1000.0,False,mg2_p --> mg2_c
5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),-1000.0,1000.0,True,5mtr_e <=> 5mtr_p
NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),0.0,1000.0,False,h_p + ni2_c --> h_c + ni2_p
PPAtex,Propionate transport via diffusion,-1000.0,1000.0,True,ppa_e <=> ppa_p
GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),0.0,1000.0,False,galctn__L_p + h_p --> galctn__L_c + h_c
GALCTLO,L-galactonate oxidoreductase,0.0,1000.0,False,galctn__L_c + nad_c --> h_c + nadh_c + tagur_c
THYMt3pp,Thymine transport out via proton antiport (periplasm),0.0,1000.0,False,h_p + thym_c --> h_c + thym_p
CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),0.0,1000.0,False,2.0 cl_p + h_c --> 2.0 cl_c + h_p
EX_ppal_e,Propanal exchange,0.0,1000.0,False,ppal_e --> 
POR5,Pyruvate synthase,-1000.0,1000.0,True,coa_c + 2.0 flxso_c + pyr_c <=> accoa_c + co2_c + 2.0 flxr_c + h_c
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",-1000.0,1000.0,True,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,-1000.0,1000.0,True,odecoa_c <=> od2coa_c
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,-1000.0,1000.0,True,tdecoa_c <=> td2coa_c
MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",0.0,1000.0,False,h2o_c + mdhdhf_c --> mththf_c
SELGTHR,Selenate glutathione reductase,0.0,1000.0,False,4.0 gthrd_c + 2.0 h_c + slnt_c --> dgslnt_c + gthox_c + 3.0 h2o_c
SELGTHR3,Selenate glutathione reductase III,0.0,1000.0,False,gslnt_c + nadph_c --> gthrd_c + nadp_c + seln_c
EX_slnt_e,Selenite exchange,-1000.0,1000.0,True,slnt_e <=> 
MALCOAMT,Malonyl-CoA methyltransferase,0.0,1000.0,False,amet_c + malcoa_c --> ahcys_c + malcoame_c
PSCLYStex,Psicoselysine transporter via diffusion (extracellular),-1000.0,1000.0,True,psclys_e <=> psclys_p
THYMtex,Thymine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,thym_e <=> thym_p
CU2tpp,Copper transport in via permease (no H+),0.0,1000.0,False,cu2_p --> cu2_c
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),0.0,1000.0,False,fe2_c + h_p --> fe2_p + h_c
MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),0.0,1000.0,False,h_p + mn2_c --> h_c + mn2_p
MG2t3_2pp,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),-1000.0,1000.0,True,2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c
CD2tpp,Cadmium (+2) transport in via permease (no H+),0.0,1000.0,False,cd2_p --> cd2_c
ETHAt2pp,Ethanolamine transport in via proton symport,0.0,1000.0,False,etha_p + h_p --> etha_c + h_c
FE3abcpp,Iron (III) transport via ABC system (periplasm to cytoplasm),0.0,1000.0,False,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c
THRA,Threonine aldolase,0.0,1000.0,False,thr__L_c --> acald_c + gly_c
OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,0.0,1000.0,False,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,0.0,1000.0,False,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c
OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,0.0,1000.0,False,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c
LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),0.0,1000.0,False,atp_c + h2o_c + lipa_p --> adp_c + h_c + lipa_e + pi_c
DGUNC,Diguanylate cyclase,0.0,1000.0,False,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
XYLK2,L-xylulokinase,0.0,1000.0,False,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),0.0,1000.0,False,bglycogen_c --> glycogen_c
LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,LalaDglu_e <=> LalaDglu_p
S2FE2SR,SUF [2Fe-2S] regeneration,0.0,1000.0,False,2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",0.0,1000.0,False,cdigmp_c + h2o_c --> 5pg35pg_c + h_c
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",-1000.0,1000.0,True,3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c
LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),0.0,1000.0,False,LalaLglu_p + h_p --> LalaLglu_c + h_c
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,-1000.0,1000.0,True,hdcoa_c <=> hdd2coa_c
CLIPAabctex,Cold lipid A transport via ABC system (periplasm to extracellular),0.0,1000.0,False,atp_c + h2o_c + lipa_cold_p --> adp_c + h_c + lipa_cold_e + pi_c
3AMACHYD,3-aminoacrylate hydrolase,0.0,1000.0,False,3amac_c + h2o_c + h_c --> msa_c + nh4_c
K2L4Aabctex,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),0.0,1000.0,False,atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c
FDH4pp,Formate dehydrogenase (quinone-8) (periplasm),0.0,1000.0,False,for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c
FDH5pp,Formate Dehydrogenase (menaquinone-8) (periplasm),0.0,1000.0,False,for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c
ACPPAT140,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),0.0,1000.0,False,h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c
APG3PAT140,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0),0.0,1000.0,False,glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c
LDGUNPD,Linear diguanylate phosphodiesterase,0.0,1000.0,False,5pg35pg_c + h2o_c --> 2.0 gmp_c + h_c
MPTAT,Molybdopterin adenylyltransferase,0.0,1000.0,False,atp_c + h_c + mpt_c --> mptamp_c + ppi_c
APG3PAT141,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1),0.0,1000.0,False,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c
MOADSUx,"MoaD sulfuration (nadh, assumed)",0.0,1000.0,False,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c
3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,3hpp_e <=> 3hpp_p
CMtpp,Chloramphenicol transport via TolC system,0.0,1000.0,False,cm_p + h_p --> cm_e + h_c
FUSAtpp,Fusidic acid transport via TolC system,0.0,1000.0,False,fusa_p + h_p --> fusa_e + h_c
APG3PAT181,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1),0.0,1000.0,False,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c
APH140,Acylphosphatase (C14:0),0.0,1000.0,False,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c
APH160,Acylphosphatase (C16:0),0.0,1000.0,False,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c
OPMEACPD,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,0.0,1000.0,False,hpmeACP_c --> epmeACP_c + h2o_c
EPMEACPR,Enoylpimeloyl-[ACP] methyl ester reductase,0.0,1000.0,False,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c
RFAMPtex,Rifampin transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,rfamp_e <=> rfamp_p
MINCYCtex,Minocycline transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,mincyc_e <=> mincyc_p
AOXSr2,8-amino-7-oxononanoate synthase,0.0,1000.0,False,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c
MINCYCtpp,Minocycline transport via TolC system,0.0,1000.0,False,h_p + mincyc_p --> h_c + mincyc_e
MEOHtrpp,Methanol reversible transport via diffusion (periplasm),-1000.0,1000.0,True,meoh_p <=> meoh_c
EX_LalaDglu_e,L-alanine-D-glutamate exchange,0.0,1000.0,False,LalaDglu_e --> 
SCYSDS,SUF Cysteine desulfuration,0.0,1000.0,False,cys__L_c + sufse_c --> ala__L_c + sufsesh_c
DOXRBCNtex,Doxorubicin transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,doxrbcn_e <=> doxrbcn_p
DOXRBCNtpp,Doxorubicin transport via TolC system,0.0,1000.0,False,doxrbcn_p + h_p --> doxrbcn_e + h_c
S2FE2SS,SUF [2Fe-2S] Synthesis,0.0,1000.0,False,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s_c + 2.0 sufse_c
S4FE4SR,SUF [4Fe-4S] Reduction,0.0,1000.0,False,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
CCGS,7-cyano-7-carbaguanine synthase,0.0,1000.0,False,atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c
SELtex,Selenate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,sel_e <=> sel_p
SELR,Selenate reductase,0.0,1000.0,False,mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c
OGMEACPD,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,0.0,1000.0,False,hgmeACP_c --> egmeACP_c + h2o_c
EGMEACPR,Enoylglutaryl-[ACP] methyl ester reductase,0.0,1000.0,False,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c
OPMEACPR,3-Oxo-pimeloyl-[ACP] methyl ester reductase,0.0,1000.0,False,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c
PMEACPE,Pimeloyl-[ACP] methyl ester esterase,0.0,1000.0,False,h2o_c + pmeACP_c --> meoh_c + pimACP_c
ETOHtrpp,Ethanol reversible transport via diffusion (periplasm),-1000.0,1000.0,True,etoh_p <=> etoh_c
REPHACCOAI,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",-1000.0,1000.0,True,rephaccoa_c <=> 2oxpaccoa_c
ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),0.0,1000.0,False,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),0.0,1000.0,False,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c
ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),0.0,1000.0,False,h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c
APG3PAT160,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),0.0,1000.0,False,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c
APG3PAT161,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),0.0,1000.0,False,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c
MEOHtex,Methanol transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,meoh_e <=> meoh_p
EX_5mtr_e,5-Methylthio-D-ribose exchange,0.0,1000.0,False,5mtr_e --> 
APG3PAT180,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),0.0,1000.0,False,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c
ICYSDS,ISC Cysteine desulfuration,0.0,1000.0,False,cys__L_c + iscs_c --> ala__L_c + iscssh_c
MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0.0,1000.0,False,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c
CDGR,7-cyano-7-deazaguanine reductase,0.0,1000.0,False,3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c
RNTR1c2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),0.0,1000.0,False,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
RNTR2c2,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),0.0,1000.0,False,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c
I4FE4SR,ISC [4Fe-4S] Reduction,0.0,1000.0,False,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
S2FE2ST,SUF [2Fe-2S] Transfer,0.0,1000.0,False,4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c
BMOCOS,Bis-molybdenum cofactor synthase,0.0,1000.0,False,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c
BWCOS,Tungsten bispterin cofactor synthase,0.0,1000.0,False,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c
RNTR3c2,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),0.0,1000.0,False,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR4c2,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),0.0,1000.0,False,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),0.0,1000.0,False,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c
BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,0.0,1000.0,False,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c
FLDR2,Flavodoxin reductase (NADPH),0.0,1000.0,False,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
CDGS,7-deaza-7-carboxyguanine synthase,0.0,1000.0,False,cph4_c + h_c --> cdg_c + nh4_c
5MTRtpp,5-Methylthio-D-ribose transport via proton symport (periplasm),0.0,1000.0,False,5mtr_c + h_c --> 5mtr_p + h_p
TTRCYCtex,Tetracycline transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ttrcyc_e <=> ttrcyc_p
DHNPTE,Dihydroneopterin epimerase,-1000.0,1000.0,True,dhnpt_c <=> dhmpt_c
DHMPTR,Dihydromonapterin reductase,0.0,1000.0,False,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c
NOVBCNtpp,Novobiocin transport via TolC system,0.0,1000.0,False,h_p + novbcn_p --> h_c + novbcn_e
CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cm_e <=> cm_p
TTRCYCtpp,Tetracycline transport via TolC system,0.0,1000.0,False,h_p + ttrcyc_p --> h_c + ttrcyc_e
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,LalaLglu_e <=> LalaLglu_p
CBMD,Carbamate deaminase,0.0,1000.0,False,cbm_c + 2.0 h_c --> co2_c + nh4_c
LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),0.0,1000.0,False,LalaDglu_p + h_p --> LalaDglu_c + h_c
I2FE2SS,ISC [2Fe-2S] Synthesis,0.0,1000.0,False,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c
I2FE2ST,ISC [2Fe-2S] Transfer,0.0,1000.0,False,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c
FESR,Iron-sulfur cluster repair,0.0,1000.0,False,3fe4s_c + fe2_c --> 4fe4s_c
OXCOAHDH,"Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)",0.0,1000.0,False,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c
DHACOAH,"2,3-dehydroadipyl-CoA hydratase",-1000.0,1000.0,True,23dhacoa_c + h2o_c <=> 3hadpcoa_c
I2FE2SS2,ISC [2Fe-2S] Synthesis II,0.0,1000.0,False,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c
MSAR,Malonic semialdehyde reductase,0.0,1000.0,False,h_c + msa_c + nadph_c --> 3hpp_c + nadp_c
I4FE4ST,ISC [4Fe-4S] Transfer,0.0,1000.0,False,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c
S4FE4ST,SUF [4Fe-4S] Transfer,0.0,1000.0,False,4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c
THFAT,Tetrahydrofolate aminomethyltransferase,0.0,1000.0,False,h2o_c + methf_c --> 5fthf_c + h_c
FOMETRi,Aminomethyltransferase,0.0,1000.0,False,5fthf_c + h_c --> h2o_c + methf_c
SLNTtex,Selenite transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,slnt_e <=> slnt_p
S2FE2SS2,SUF [2Fe-2S] Synthesis II,0.0,1000.0,False,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
BTS5,Biotin synthase,0.0,1000.0,False,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c
SELGTHR2,Selenate glutathione reductase II,0.0,1000.0,False,dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c
EX_LalaLglu_e,L-alanine-L-glutamate exchange,0.0,1000.0,False,LalaLglu_e --> 
GDPTPDP,Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,0.0,1000.0,False,gdptp_c + h2o_c --> gtp_c + ppi_c
LIPOS,Lipoate synthase,0.0,1000.0,False,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c
COLIPAKpp,Lipid A core kinase (periplasm),0.0,1000.0,False,colipa_p + udcpdp_p --> colipap_p + udcpp_p
ACPPAT120,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),0.0,1000.0,False,ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c
3HPPtpp,3-hydroxypropionate transport via proton symport (periplasm),0.0,1000.0,False,3hpp_c + h_c --> 3hpp_p + h_p
MPTSS,Molybdopterin synthase sulfurylase,0.0,1000.0,False,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c
CPMPS,Cyclic pyranopterin monophosphate synthase,0.0,1000.0,False,gtp_c + h2o_c --> cpmp_c + ppi_c
LIPOCT,Lipoyl(octanoyl) transferase,0.0,1000.0,False,h_c + ocACP_c --> ACP_c + octapb_c
LIPATPT,Lipoate-ATP adenylate transferase,0.0,1000.0,False,atp_c + lipoate_c --> lipoamp_c + ppi_c
LIPAMPL,Lipoyl-adenylate protein ligase,0.0,1000.0,False,lipoamp_c --> amp_c + lipopb_c
ALDD19xr,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",-1000.0,1000.0,True,h2o_c + nad_c + pacald_c <=> 2.0 h_c + nadh_c + pac_c
MMM,Methylmalonyl-CoA mutase,0.0,1000.0,False,succoa_c --> mmcoa__S_c
MOGDS,Molybdopterin guanine dinucleotide synthase,0.0,1000.0,False,gtp_c + h_c + moco_c --> mocogdp_c + ppi_c
CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",0.0,1000.0,False,ahdt_c + h2o_c --> acald_c + cph4_c + h_c + pppi_c
WCOS,Tungsten pterin cofactor synthase,0.0,1000.0,False,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c
RFAMPtpp,Rifampin transport via TolC system,0.0,1000.0,False,h_p + rfamp_p --> h_c + rfamp_e
SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",0.0,1000.0,False,2sephchc_c --> 2shchc_c + pyr_c
VPAMTr,Valine-pyruvate aminotransferase,-1000.0,1000.0,True,3mob_c + ala__L_c <=> pyr_c + val__L_c
ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),0.0,1000.0,False,acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c
PYK4,Pyruvate kinase(4),0.0,1000.0,False,cdp_c + h_c + pep_c --> ctp_c + pyr_c
NADPHXD,NADPHX dehydratase,0.0,1000.0,False,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c
NADHHR,NADH hydratase,0.0,1000.0,False,h2o_c + nadh_c --> nadhx__R_c
ECA4COLIPAabctex,Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),0.0,1000.0,False,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c
EX_ttrcyc_e,Tetracycline exchange,0.0,1000.0,False,ttrcyc_e --> 
COLIPAPabctex,Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular),0.0,1000.0,False,atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c
NADPHXE,NADPHX epimerase,-1000.0,1000.0,True,nadphx__R_c <=> nadphx__S_c
ALAtpp,L-alanine export via facilited diffusion,0.0,1000.0,False,ala__L_c --> ala__L_p
CH4tex,Methane Transport(extracellular via diffusion),-1000.0,1000.0,True,ch4_e <=> ch4_p
EX_mincyc_e,Minocycline exchange,0.0,1000.0,False,mincyc_e --> 
TARTRDtex,D-tartrate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tartr__D_e <=> tartr__D_p
DM_4crsol_c,Sink needed to allow p-Cresol to leave system,0.0,1000.0,False,4crsol_c --> 
3OXCOAT,3-oxoadipyl-CoA thiolase,0.0,1000.0,False,coa_c + oxadpcoa_c --> accoa_c + succoa_c
BTNt2ipp,Biotin transport via proton symport (periplasm),0.0,1000.0,False,btn_p + h_p --> btn_c + h_c
